Potential/V, Current/A
3.99,1.29E-05
3.991,1.29E-05
3.992,1.29E-05
3.993,1.29E-05
3.994,1.29E-05
3.995,1.29E-05
3.996,1.30E-05
3.997,1.30E-05
3.998,1.30E-05
3.999,1.30E-05
4,1.31E-05
4.001,1.30E-05
4.002,1.30E-05
4.003,1.31E-05
4.004,1.31E-05
4.005,1.31E-05
4.006,1.31E-05
4.007,1.31E-05
4.008,1.32E-05
4.009,1.32E-05
4.01,1.32E-05
4.011,1.32E-05
4.012,1.32E-05
4.013,1.32E-05
4.014,1.33E-05
4.015,1.33E-05
4.016,1.33E-05
4.017,1.33E-05
4.018,1.34E-05
4.019,1.34E-05
4.02,1.34E-05
4.021,1.34E-05
4.022,1.34E-05
4.023,1.34E-05
4.024,1.35E-05
4.025,1.35E-05
4.026,1.35E-05
4.027,1.36E-05
4.028,1.36E-05
4.029,1.36E-05
4.03,1.36E-05
4.031,1.36E-05
4.032,1.37E-05
4.033,1.37E-05
4.034,1.37E-05
4.035,1.37E-05
4.036,1.37E-05
4.037,1.38E-05
4.038,1.38E-05
4.039,1.38E-05
4.04,1.38E-05
4.041,1.39E-05
4.042,1.38E-05
4.043,1.39E-05
4.044,1.39E-05
4.045,1.39E-05
4.046,1.39E-05
4.047,1.39E-05
4.048,1.40E-05
4.049,1.40E-05
4.05,1.40E-05
4.051,1.41E-05
4.052,1.41E-05
4.053,1.41E-05
4.054,1.42E-05
4.055,1.42E-05
4.056,1.42E-05
4.057,1.42E-05
4.058,1.42E-05
4.059,1.43E-05
4.06,1.43E-05
4.061,1.43E-05
4.062,1.44E-05
4.063,1.44E-05
4.064,1.44E-05
4.065,1.44E-05
4.066,1.45E-05
4.067,1.45E-05
4.068,1.45E-05
4.069,1.45E-05
4.07,1.46E-05
4.071,1.45E-05
4.072,1.46E-05
4.073,1.46E-05
4.074,1.46E-05
4.075,1.47E-05
4.076,1.47E-05
4.077,1.47E-05
4.078,1.48E-05
4.079,1.48E-05
4.08,1.48E-05
4.081,1.49E-05
4.082,1.49E-05
4.083,1.49E-05
4.084,1.49E-05
4.085,1.50E-05
4.086,1.50E-05
4.087,1.51E-05
4.088,1.51E-05
4.089,1.51E-05
4.09,1.52E-05
4.091,1.52E-05
4.092,1.51E-05
4.093,1.53E-05
4.094,1.53E-05
4.095,1.53E-05
4.096,1.54E-05
4.097,1.54E-05
4.098,1.53E-05
4.099,1.54E-05
4.1,1.55E-05
4.101,1.55E-05
4.102,1.55E-05
4.103,1.55E-05
4.104,1.56E-05
4.105,1.56E-05
4.106,1.56E-05
4.107,1.57E-05
4.108,1.57E-05
4.109,1.58E-05
4.11,1.57E-05
4.111,1.58E-05
4.112,1.59E-05
4.113,1.59E-05
4.114,1.60E-05
4.115,1.59E-05
4.116,1.60E-05
4.117,1.60E-05
4.118,1.61E-05
4.119,1.61E-05
4.12,1.61E-05
4.121,1.62E-05
4.122,1.62E-05
4.123,1.63E-05
4.124,1.63E-05
4.125,1.64E-05
4.126,1.65E-05
4.127,1.65E-05
4.128,1.66E-05
4.129,1.66E-05
4.13,1.66E-05
4.131,1.67E-05
4.132,1.67E-05
4.133,1.68E-05
4.134,1.69E-05
4.135,1.69E-05
4.136,1.70E-05
4.137,1.70E-05
4.138,1.71E-05
4.139,1.72E-05
4.14,1.72E-05
4.141,1.73E-05
4.142,1.73E-05
4.143,1.74E-05
4.144,1.74E-05
4.145,1.75E-05
4.146,1.75E-05
4.147,1.76E-05
4.148,1.77E-05
4.149,1.77E-05
4.15,1.78E-05
4.151,1.78E-05
4.152,1.80E-05
4.153,1.80E-05
4.154,1.81E-05
4.155,1.82E-05
4.156,1.83E-05
4.157,1.83E-05
4.158,1.85E-05
4.159,1.85E-05
4.16,1.86E-05
4.161,1.87E-05
4.162,1.87E-05
4.163,1.89E-05
4.164,1.89E-05
4.165,1.90E-05
4.166,1.91E-05
4.167,1.92E-05
4.168,1.93E-05
4.169,1.94E-05
4.17,1.95E-05
4.171,1.96E-05
4.172,1.98E-05
4.173,1.98E-05
4.174,1.99E-05
4.175,2.00E-05
4.176,2.01E-05
4.177,2.03E-05
4.178,2.04E-05
4.179,2.05E-05
4.18,2.05E-05
4.181,2.07E-05
4.182,2.08E-05
4.183,2.10E-05
4.184,2.11E-05
4.185,2.13E-05
4.186,2.14E-05
4.187,2.16E-05
4.188,2.17E-05
4.189,2.17E-05
4.19,2.21E-05
4.191,2.22E-05
4.192,2.23E-05
4.193,2.25E-05
4.194,2.26E-05
4.195,2.29E-05
4.196,2.30E-05
4.197,2.32E-05
4.198,2.34E-05
4.199,2.37E-05
4.2,2.39E-05
4.201,2.42E-05
4.202,2.44E-05
4.203,2.47E-05
4.204,2.49E-05
4.205,2.52E-05
4.206,2.56E-05
4.207,2.58E-05
4.208,2.62E-05
4.209,2.65E-05
4.21,2.69E-05
4.211,2.73E-05
4.212,2.78E-05
4.213,2.83E-05
4.214,2.89E-05
4.215,2.96E-05
4.216,3.02E-05
4.217,3.09E-05
4.218,3.18E-05
4.219,3.27E-05
4.22,3.37E-05
4.221,3.48E-05
4.222,3.61E-05
4.223,3.74E-05
4.224,3.89E-05
4.225,4.05E-05
4.226,4.21E-05
4.227,4.40E-05
4.228,4.58E-05
4.229,4.79E-05
4.23,5.00E-05
4.231,5.22E-05
4.232,5.44E-05
4.233,5.68E-05
4.234,5.94E-05
4.235,6.19E-05
4.236,6.45E-05
4.237,6.71E-05
4.238,6.99E-05
4.239,7.27E-05
4.24,7.55E-05
4.241,7.84E-05
4.242,8.12E-05
4.243,8.42E-05
4.244,8.73E-05
4.245,9.04E-05
4.246,9.37E-05
4.247,9.68E-05
4.248,1.00E-04
4.249,1.03E-04
4.25,1.06E-04
4.251,1.10E-04
4.252,1.13E-04
4.253,1.16E-04
4.254,1.20E-04
4.255,1.23E-04
4.256,1.27E-04
4.257,1.30E-04
4.258,1.34E-04
4.259,1.37E-04
4.26,1.41E-04
4.261,1.45E-04
4.262,1.48E-04
4.263,1.52E-04
4.264,1.56E-04
4.265,1.60E-04
4.266,1.64E-04
4.267,1.68E-04
4.268,1.72E-04
4.269,1.76E-04
4.27,1.80E-04
4.271,1.84E-04
4.272,1.89E-04
4.273,1.93E-04
4.274,1.97E-04
4.275,2.02E-04
4.276,2.06E-04
4.277,2.11E-04
4.278,2.15E-04
4.279,2.20E-04
4.28,2.25E-04
4.281,2.30E-04
4.282,2.35E-04
4.283,2.39E-04
4.284,2.44E-04
4.285,2.49E-04
4.286,2.55E-04
4.287,2.60E-04
4.288,2.65E-04
4.289,2.70E-04
4.29,2.75E-04
4.291,2.81E-04
4.292,2.86E-04
4.293,2.92E-04
4.294,2.97E-04
4.295,3.03E-04
4.296,3.08E-04
4.297,3.13E-04
4.298,3.18E-04
4.299,3.26E-04
4.3,3.32E-04
4.301,3.38E-04
4.302,3.45E-04
4.303,3.50E-04
4.304,3.56E-04
4.305,3.62E-04
4.306,3.68E-04
4.307,3.73E-04
4.308,3.79E-04
4.309,3.85E-04
4.31,3.91E-04
4.311,3.97E-04
4.312,4.03E-04
4.313,4.09E-04
4.314,4.14E-04
4.315,4.20E-04
4.316,4.25E-04
4.317,4.31E-04
4.318,4.36E-04
4.319,4.41E-04
4.32,4.46E-04
4.321,4.50E-04
4.322,4.54E-04
4.323,4.59E-04
4.324,4.62E-04
4.325,4.65E-04
4.326,4.68E-04
4.327,4.70E-04
4.328,4.72E-04
4.329,4.73E-04
4.33,4.73E-04
4.331,4.73E-04
4.332,4.72E-04
4.333,4.71E-04
4.334,4.68E-04
4.335,4.64E-04
4.336,4.59E-04
4.337,4.54E-04
4.338,4.48E-04
4.339,4.40E-04
4.34,4.32E-04
4.341,4.24E-04
4.342,4.15E-04
4.343,4.06E-04
4.344,3.96E-04
4.345,3.85E-04
4.346,3.74E-04
4.347,3.63E-04
4.348,3.53E-04
4.349,3.41E-04
4.35,3.30E-04
4.351,3.18E-04
4.352,3.06E-04
4.353,2.94E-04
4.354,2.81E-04
4.355,2.69E-04
4.356,2.57E-04
4.357,2.44E-04
4.358,2.32E-04
4.359,2.20E-04
4.36,2.09E-04
4.361,1.97E-04
4.362,1.86E-04
4.363,1.75E-04
4.364,1.65E-04
4.365,1.54E-04
4.366,1.45E-04
4.367,1.36E-04
4.368,1.27E-04
4.369,1.21E-04
4.37,1.13E-04
4.371,1.06E-04
4.372,9.93E-05
4.373,9.31E-05
4.374,8.77E-05
4.375,8.27E-05
4.376,7.81E-05
4.377,7.39E-05
4.378,7.02E-05
4.379,6.67E-05
4.38,6.39E-05
4.381,6.12E-05
4.382,5.88E-05
4.383,5.67E-05
4.384,5.49E-05
4.385,5.33E-05
4.386,5.18E-05
4.387,5.04E-05
4.388,4.93E-05
4.389,4.83E-05
4.39,4.74E-05
4.391,4.66E-05
4.392,4.60E-05
4.393,4.53E-05
4.394,4.46E-05
4.395,4.42E-05
4.396,4.38E-05
4.397,4.33E-05
4.398,4.29E-05
4.399,4.28E-05
4.4,4.25E-05
4.401,4.22E-05
4.402,4.19E-05
4.403,4.17E-05
4.404,4.16E-05
4.405,4.14E-05
4.406,4.13E-05
4.407,4.11E-05
4.408,4.11E-05
4.409,4.10E-05
4.41,4.09E-05
4.411,4.09E-05
4.412,4.08E-05
4.413,4.07E-05
4.414,4.09E-05
4.415,4.07E-05
4.416,4.08E-05
4.417,4.08E-05
4.418,4.07E-05
4.419,4.08E-05
4.42,4.08E-05
4.421,4.09E-05
4.422,4.09E-05
4.423,4.11E-05
4.424,4.12E-05
4.425,4.12E-05
4.426,4.12E-05
4.427,4.14E-05
4.428,4.14E-05
4.429,4.15E-05
4.43,4.16E-05
4.431,4.17E-05
4.432,4.20E-05
4.433,4.20E-05
4.434,4.21E-05
4.435,4.24E-05
4.436,4.26E-05
4.437,4.28E-05
4.438,4.28E-05
4.439,4.30E-05
4.44,4.33E-05
4.441,4.35E-05
4.442,4.36E-05
4.443,4.39E-05
4.444,4.43E-05
4.445,4.43E-05
4.446,4.46E-05
4.447,4.49E-05
4.448,4.51E-05
4.449,4.53E-05
4.45,4.57E-05
4.451,4.58E-05
4.452,4.63E-05
4.453,4.65E-05
4.454,4.69E-05
4.455,4.72E-05
4.456,4.75E-05
4.457,4.79E-05
4.458,4.83E-05
4.459,4.85E-05
4.46,4.89E-05
4.461,4.93E-05
4.462,4.97E-05
4.463,5.00E-05
4.464,5.05E-05
4.465,5.09E-05
4.466,5.13E-05
4.467,5.17E-05
4.468,5.22E-05
4.469,5.27E-05
4.47,5.31E-05
4.471,5.36E-05
4.472,5.42E-05
4.473,5.46E-05
4.474,5.53E-05
4.475,5.57E-05
4.476,5.62E-05
4.477,5.69E-05
4.478,5.74E-05
4.479,5.80E-05
4.48,5.86E-05
4.481,5.93E-05
4.482,5.99E-05
4.483,6.05E-05
4.484,6.12E-05
4.485,6.19E-05
4.486,6.26E-05
4.487,6.32E-05
4.488,6.39E-05
4.489,6.47E-05
4.49,6.54E-05
4.491,6.62E-05
4.492,6.71E-05
4.493,6.79E-05
4.494,6.87E-05
4.495,6.96E-05
4.496,7.05E-05
4.497,7.14E-05
4.498,6.90E-05
4.499,6.11E-05
4.5,5.43E-05
4.499,4.85E-05
4.498,4.32E-05
4.497,3.85E-05
4.496,3.43E-05
4.495,3.05E-05
4.494,2.71E-05
4.493,2.39E-05
4.492,2.10E-05
4.491,1.85E-05
4.49,1.62E-05
4.489,1.42E-05
4.488,1.23E-05
4.487,1.10E-05
4.486,9.35E-06
4.485,7.86E-06
4.484,6.74E-06
4.483,5.56E-06
4.482,4.67E-06
4.481,3.69E-06
4.48,2.92E-06
4.479,2.13E-06
4.478,1.66E-06
4.477,1.00E-06
4.476,6.72E-07
4.475,2.61E-07
4.474,8.21E-10
4.473,-3.72E-07
4.472,-4.98E-07
4.471,-7.70E-07
4.47,-8.59E-07
4.469,-1.07E-06
4.468,-9.79E-07
4.467,-1.06E-06
4.466,-1.16E-06
4.465,-1.07E-06
4.464,-1.02E-06
4.463,-9.96E-07
4.462,-8.92E-07
4.461,-7.96E-07
4.46,-6.80E-07
4.459,-6.33E-07
4.458,-7.51E-07
4.457,-3.52E-07
4.456,-1.94E-07
4.455,-1.19E-07
4.454,-7.04E-08
4.453,1.52E-07
4.452,1.56E-07
4.451,3.36E-07
4.45,4.30E-07
4.449,5.97E-07
4.448,6.16E-07
4.447,5.73E-07
4.446,8.73E-07
4.445,9.09E-07
4.444,1.21E-06
4.443,1.15E-06
4.442,1.16E-06
4.441,1.30E-06
4.44,1.44E-06
4.439,1.45E-06
4.438,1.54E-06
4.437,1.62E-06
4.436,1.62E-06
4.435,1.61E-06
4.434,1.78E-06
4.433,1.85E-06
4.432,1.89E-06
4.431,1.80E-06
4.43,2.02E-06
4.429,2.04E-06
4.428,2.05E-06
4.427,2.17E-06
4.426,2.05E-06
4.425,2.15E-06
4.424,2.00E-06
4.423,2.08E-06
4.422,2.17E-06
4.421,2.18E-06
4.42,2.11E-06
4.419,2.29E-06
4.418,2.19E-06
4.417,2.09E-06
4.416,2.20E-06
4.415,2.21E-06
4.414,2.20E-06
4.413,2.17E-06
4.412,2.10E-06
4.411,2.17E-06
4.41,2.12E-06
4.409,2.20E-06
4.408,2.19E-06
4.407,2.10E-06
4.406,2.19E-06
4.405,2.09E-06
4.404,2.00E-06
4.403,2.02E-06
4.402,1.98E-06
4.401,1.94E-06
4.4,1.88E-06
4.399,2.00E-06
4.398,1.94E-06
4.397,1.87E-06
4.396,1.92E-06
4.395,1.84E-06
4.394,1.80E-06
4.393,1.89E-06
4.392,1.76E-06
4.391,1.70E-06
4.39,1.78E-06
4.389,1.77E-06
4.388,1.67E-06
4.387,1.61E-06
4.386,1.67E-06
4.385,1.66E-06
4.384,1.49E-06
4.383,1.47E-06
4.382,1.47E-06
4.381,1.41E-06
4.38,1.41E-06
4.379,1.36E-06
4.378,1.37E-06
4.377,1.32E-06
4.376,1.25E-06
4.375,1.22E-06
4.374,1.27E-06
4.373,1.20E-06
4.372,1.11E-06
4.371,1.07E-06
4.37,1.17E-06
4.369,1.11E-06
4.368,1.02E-06
4.367,8.76E-07
4.366,8.95E-07
4.365,8.14E-07
4.364,8.39E-07
4.363,7.95E-07
4.362,7.48E-07
4.361,7.22E-07
4.36,7.81E-07
4.359,6.48E-07
4.358,6.56E-07
4.357,5.64E-07
4.356,5.92E-07
4.355,5.18E-07
4.354,5.42E-07
4.353,3.81E-07
4.352,4.25E-07
4.351,3.41E-07
4.35,2.86E-07
4.349,2.35E-07
4.348,2.57E-07
4.347,2.54E-07
4.346,5.03E-08
4.345,1.48E-07
4.344,4.51E-08
4.343,-2.56E-09
4.342,3.86E-08
4.341,-5.82E-08
4.34,-1.13E-07
4.339,-1.02E-07
4.338,-1.53E-07
4.337,-2.15E-07
4.336,-2.35E-07
4.335,-3.71E-07
4.334,-3.14E-07
4.333,-4.88E-07
4.332,-3.67E-07
4.331,-4.71E-07
4.33,-6.45E-07
4.329,-6.37E-07
4.328,-5.91E-07
4.327,-6.85E-07
4.326,-6.05E-07
4.325,-7.02E-07
4.324,-7.04E-07
4.323,-9.11E-07
4.322,-8.31E-07
4.321,-7.76E-07
4.32,-8.62E-07
4.319,-1.01E-06
4.318,-9.54E-07
4.317,-1.13E-06
4.316,-1.17E-06
4.315,-1.16E-06
4.314,-1.16E-06
4.313,-1.23E-06
4.312,-1.27E-06
4.311,-1.30E-06
4.31,-1.37E-06
4.309,-1.38E-06
4.308,-1.44E-06
4.307,-1.52E-06
4.306,-1.55E-06
4.305,-1.64E-06
4.304,-1.66E-06
4.303,-1.75E-06
4.302,-1.78E-06
4.301,-1.83E-06
4.3,-1.87E-06
4.299,-1.88E-06
4.298,-1.97E-06
4.297,-2.02E-06
4.296,-2.05E-06
4.295,-2.14E-06
4.294,-2.20E-06
4.293,-2.23E-06
4.292,-2.23E-06
4.291,-2.27E-06
4.29,-2.35E-06
4.289,-2.46E-06
4.288,-2.59E-06
4.287,-2.47E-06
4.286,-2.42E-06
4.285,-2.74E-06
4.284,-2.77E-06
4.283,-2.75E-06
4.282,-2.86E-06
4.281,-2.82E-06
4.28,-2.94E-06
4.279,-3.07E-06
4.278,-3.04E-06
4.277,-3.16E-06
4.276,-3.21E-06
4.275,-3.29E-06
4.274,-3.33E-06
4.273,-3.36E-06
4.272,-3.58E-06
4.271,-3.56E-06
4.27,-3.64E-06
4.269,-3.67E-06
4.268,-3.85E-06
4.267,-3.89E-06
4.266,-4.00E-06
4.265,-4.05E-06
4.264,-4.10E-06
4.263,-4.17E-06
4.262,-4.42E-06
4.261,-4.45E-06
4.26,-4.63E-06
4.259,-4.61E-06
4.258,-4.76E-06
4.257,-4.96E-06
4.256,-5.04E-06
4.255,-5.30E-06
4.254,-5.31E-06
4.253,-5.40E-06
4.252,-5.64E-06
4.251,-5.72E-06
4.25,-5.96E-06
4.249,-6.06E-06
4.248,-6.31E-06
4.247,-6.48E-06
4.246,-6.58E-06
4.245,-6.85E-06
4.244,-7.07E-06
4.243,-7.19E-06
4.242,-7.52E-06
4.241,-7.79E-06
4.24,-8.10E-06
4.239,-8.35E-06
4.238,-8.55E-06
4.237,-8.93E-06
4.236,-9.29E-06
4.235,-9.66E-06
4.234,-1.01E-05
4.233,-1.03E-05
4.232,-1.08E-05
4.231,-1.12E-05
4.23,-1.17E-05
4.229,-1.22E-05
4.228,-1.28E-05
4.227,-1.33E-05
4.226,-1.39E-05
4.225,-1.45E-05
4.224,-1.53E-05
4.223,-1.60E-05
4.222,-1.68E-05
4.221,-1.75E-05
4.22,-1.84E-05
4.219,-1.93E-05
4.218,-2.02E-05
4.217,-2.12E-05
4.216,-2.24E-05
4.215,-2.36E-05
4.214,-2.46E-05
4.213,-2.59E-05
4.212,-2.73E-05
4.211,-2.86E-05
4.21,-3.02E-05
4.209,-3.20E-05
4.208,-3.36E-05
4.207,-3.52E-05
4.206,-3.70E-05
4.205,-3.87E-05
4.204,-4.06E-05
4.203,-4.26E-05
4.202,-4.45E-05
4.201,-4.68E-05
4.2,-4.89E-05
4.199,-5.12E-05
4.198,-5.33E-05
4.197,-5.57E-05
4.196,-5.80E-05
4.195,-6.05E-05
4.194,-6.30E-05
4.193,-6.56E-05
4.192,-6.81E-05
4.191,-7.07E-05
4.19,-7.35E-05
4.189,-7.62E-05
4.188,-7.91E-05
4.187,-8.18E-05
4.186,-8.46E-05
4.185,-8.75E-05
4.184,-9.06E-05
4.183,-9.35E-05
4.182,-9.66E-05
4.181,-9.98E-05
4.18,-1.03E-04
4.179,-1.06E-04
4.178,-1.09E-04
4.177,-1.13E-04
4.176,-1.16E-04
4.175,-1.19E-04
4.174,-1.22E-04
4.173,-1.26E-04
4.172,-1.29E-04
4.171,-1.33E-04
4.17,-1.36E-04
4.169,-1.40E-04
4.168,-1.43E-04
4.167,-1.47E-04
4.166,-1.50E-04
4.165,-1.54E-04
4.164,-1.57E-04
4.163,-1.61E-04
4.162,-1.65E-04
4.161,-1.68E-04
4.16,-1.72E-04
4.159,-1.76E-04
4.158,-1.79E-04
4.157,-1.83E-04
4.156,-1.87E-04
4.155,-1.90E-04
4.154,-1.94E-04
4.153,-1.98E-04
4.152,-2.01E-04
4.151,-2.05E-04
4.15,-2.09E-04
4.149,-2.12E-04
4.148,-2.16E-04
4.147,-2.20E-04
4.146,-2.23E-04
4.145,-2.27E-04
4.144,-2.31E-04
4.143,-2.34E-04
4.142,-2.38E-04
4.141,-2.41E-04
4.14,-2.45E-04
4.139,-2.48E-04
4.138,-2.52E-04
4.137,-2.55E-04
4.136,-2.58E-04
4.135,-2.62E-04
4.134,-2.65E-04
4.133,-2.68E-04
4.132,-2.71E-04
4.131,-2.74E-04
4.13,-2.77E-04
4.129,-2.80E-04
4.128,-2.83E-04
4.127,-2.86E-04
4.126,-2.88E-04
4.125,-2.90E-04
4.124,-2.93E-04
4.123,-2.95E-04
4.122,-2.97E-04
4.121,-2.99E-04
4.12,-3.01E-04
4.119,-3.02E-04
4.118,-3.05E-04
4.117,-3.07E-04
4.116,-3.09E-04
4.115,-3.10E-04
4.114,-3.11E-04
4.113,-3.12E-04
4.112,-3.13E-04
4.111,-3.14E-04
4.11,-3.14E-04
4.109,-3.14E-04
4.108,-3.15E-04
4.107,-3.15E-04
4.106,-3.15E-04
4.105,-3.15E-04
4.104,-3.15E-04
4.103,-3.14E-04
4.102,-3.13E-04
4.101,-3.10E-04
4.1,-3.09E-04
4.099,-3.09E-04
4.098,-3.07E-04
4.097,-3.05E-04
4.096,-3.04E-04
4.095,-3.02E-04
4.094,-3.00E-04
4.093,-2.97E-04
4.092,-2.95E-04
4.091,-2.93E-04
4.09,-2.90E-04
4.089,-2.87E-04
4.088,-2.84E-04
4.087,-2.81E-04
4.086,-2.78E-04
4.085,-2.74E-04
4.084,-2.71E-04
4.083,-2.67E-04
4.082,-2.64E-04
4.081,-2.60E-04
4.08,-2.56E-04
4.079,-2.52E-04
4.078,-2.48E-04
4.077,-2.44E-04
4.076,-2.39E-04
4.075,-2.35E-04
4.074,-2.30E-04
4.073,-2.26E-04
4.072,-2.22E-04
4.071,-2.17E-04
4.07,-2.13E-04
4.069,-2.08E-04
4.068,-2.04E-04
4.067,-1.99E-04
4.066,-1.95E-04
4.065,-1.90E-04
4.064,-1.85E-04
4.063,-1.80E-04
4.062,-1.76E-04
4.061,-1.71E-04
4.06,-1.66E-04
4.059,-1.62E-04
4.058,-1.57E-04
4.057,-1.53E-04
4.056,-1.47E-04
4.055,-1.43E-04
4.054,-1.38E-04
4.053,-1.34E-04
4.052,-1.30E-04
4.051,-1.26E-04
4.05,-1.22E-04
4.049,-1.18E-04
4.048,-1.14E-04
4.047,-1.10E-04
4.046,-1.07E-04
4.045,-1.03E-04
4.044,-9.97E-05
4.043,-9.62E-05
4.042,-9.29E-05
4.041,-8.97E-05
4.04,-8.65E-05
4.039,-8.35E-05
4.038,-8.05E-05
4.037,-7.75E-05
4.036,-7.49E-05
4.035,-7.21E-05
4.034,-6.94E-05
4.033,-6.70E-05
4.032,-6.46E-05
4.031,-6.22E-05
4.03,-5.99E-05
4.029,-5.77E-05
4.028,-5.55E-05
4.027,-5.35E-05
4.026,-5.15E-05
4.025,-4.97E-05
4.024,-4.78E-05
4.023,-4.61E-05
4.022,-4.43E-05
4.021,-4.28E-05
4.02,-4.12E-05
4.019,-3.97E-05
4.018,-3.83E-05
4.017,-3.68E-05
4.016,-3.56E-05
4.015,-3.43E-05
4.014,-3.30E-05
4.013,-3.19E-05
4.012,-3.08E-05
4.011,-2.97E-05
4.01,-2.87E-05
4.009,-2.77E-05
4.008,-2.67E-05
4.007,-2.59E-05
4.006,-2.50E-05
4.005,-2.41E-05
4.004,-2.33E-05
4.003,-2.25E-05
4.002,-2.19E-05
4.001,-2.11E-05
4,-2.04E-05
3.999,-1.97E-05
3.998,-1.91E-05
3.997,-1.85E-05
3.996,-1.80E-05
3.995,-1.74E-05
3.994,-1.68E-05
3.993,-1.64E-05
3.992,-1.59E-05
3.991,-1.54E-05
3.99,-1.48E-05
3.989,-1.44E-05
3.988,-1.40E-05
3.987,-1.36E-05
3.986,-1.33E-05
3.985,-1.28E-05
3.984,-1.25E-05
3.983,-1.22E-05
3.982,-1.18E-05
3.981,-1.16E-05
3.98,-1.12E-05
3.979,-1.10E-05
3.978,-1.08E-05
3.977,-1.05E-05
3.976,-1.02E-05
3.975,-9.97E-06
3.974,-9.69E-06
3.973,-9.46E-06
3.972,-9.28E-06
3.971,-9.05E-06
3.97,-8.89E-06
3.969,-8.70E-06
3.968,-8.55E-06
3.967,-8.38E-06
3.966,-8.20E-06
3.965,-7.99E-06
3.964,-7.88E-06
3.963,-7.73E-06
3.962,-7.54E-06
3.961,-7.41E-06
3.96,-7.25E-06
3.959,-7.16E-06
3.958,-7.10E-06
3.957,-6.96E-06
3.956,-6.88E-06
3.955,-6.72E-06
3.954,-6.59E-06
3.953,-6.57E-06
3.952,-6.42E-06
3.951,-6.35E-06
3.95,-6.19E-06
3.949,-6.16E-06
3.948,-6.10E-06
3.947,-6.08E-06
3.946,-5.95E-06
3.945,-5.83E-06
3.944,-5.81E-06
3.943,-5.70E-06
3.942,-5.59E-06
3.941,-5.55E-06
3.94,-5.52E-06
3.939,-5.41E-06
3.938,-5.41E-06
3.937,-5.35E-06
3.936,-5.32E-06
3.935,-5.27E-06
3.934,-5.17E-06
3.933,-5.15E-06
3.932,-5.09E-06
3.931,-5.03E-06
3.93,-5.03E-06
3.929,-4.95E-06
3.928,-4.95E-06
3.927,-4.91E-06
3.926,-4.84E-06
3.925,-4.85E-06
3.924,-4.79E-06
3.923,-4.71E-06
3.922,-4.71E-06
3.921,-4.69E-06
3.92,-4.64E-06
3.919,-4.64E-06
3.918,-4.60E-06
3.917,-4.56E-06
3.916,-4.56E-06
3.915,-4.52E-06
3.914,-4.50E-06
3.913,-4.45E-06
3.912,-4.46E-06
3.911,-4.44E-06
3.91,-4.40E-06
3.909,-4.37E-06
3.908,-4.41E-06
3.907,-4.34E-06
3.906,-4.35E-06
3.905,-4.32E-06
3.904,-4.39E-06
3.903,-4.32E-06
3.902,-4.24E-06
3.901,-4.25E-06
3.9,-4.28E-06
3.899,-4.24E-06
3.898,-4.23E-06
3.897,-4.20E-06
3.896,-4.13E-06
3.895,-4.15E-06
3.894,-4.17E-06
3.893,-4.18E-06
3.892,-4.16E-06
3.891,-4.13E-06
3.89,-4.18E-06
3.889,-4.14E-06
3.888,-4.15E-06
3.887,-4.04E-06
3.886,-4.04E-06
3.885,-4.08E-06
3.884,-4.11E-06
3.883,-4.13E-06
3.882,-4.04E-06
3.881,-4.06E-06
3.88,-4.01E-06
3.879,-4.07E-06
3.878,-3.99E-06
3.877,-4.03E-06
3.876,-4.01E-06
3.875,-3.99E-06
3.874,-3.99E-06
3.873,-3.97E-06
3.872,-3.99E-06
3.871,-3.99E-06
3.87,-3.91E-06
3.869,-3.98E-06
3.868,-3.97E-06
3.867,-3.97E-06
3.866,-3.94E-06
3.865,-3.96E-06
3.864,-3.97E-06
3.863,-3.97E-06
3.862,-3.93E-06
3.861,-3.91E-06
3.86,-3.98E-06
3.859,-3.92E-06
3.858,-3.93E-06
3.857,-3.93E-06
3.856,-3.89E-06
3.855,-3.93E-06
3.854,-3.95E-06
3.853,-3.92E-06
3.852,-3.93E-06
3.851,-3.91E-06
3.85,-3.85E-06
3.849,-3.93E-06
3.848,-3.93E-06
3.847,-3.95E-06
3.846,-3.91E-06
3.845,-3.93E-06
3.844,-3.92E-06
3.843,-3.94E-06
3.842,-3.96E-06
3.841,-3.93E-06
3.84,-3.91E-06
3.839,-3.86E-06
3.838,-3.94E-06
3.837,-3.96E-06
3.836,-3.96E-06
3.835,-3.89E-06
3.834,-3.93E-06
3.833,-3.90E-06
3.832,-3.87E-06
3.831,-3.95E-06
3.83,-3.95E-06
3.829,-3.97E-06
3.828,-3.91E-06
3.827,-3.91E-06
3.826,-3.96E-06
3.825,-3.97E-06
3.824,-3.96E-06
3.823,-3.93E-06
3.822,-3.93E-06
3.821,-3.98E-06
3.82,-3.94E-06
3.819,-3.90E-06
3.818,-3.91E-06
3.817,-3.94E-06
3.816,-3.93E-06
3.815,-4.04E-06
3.814,-3.96E-06
3.813,-3.93E-06
3.812,-3.98E-06
3.811,-3.92E-06
3.81,-3.98E-06
3.809,-3.97E-06
3.808,-4.01E-06
3.807,-3.99E-06
3.806,-3.98E-06
3.805,-3.99E-06
3.804,-4.04E-06
3.803,-4.00E-06
3.802,-3.99E-06
3.801,-4.02E-06
3.8,-3.95E-06
3.799,-4.03E-06
3.798,-4.03E-06
3.797,-4.02E-06
3.796,-4.04E-06
3.795,-4.03E-06
3.794,-4.07E-06
3.793,-4.07E-06
3.792,-4.04E-06
3.791,-4.03E-06
